gene	AC_afr	AC_sas	AC_amr	AC_eas	AC_nfe	AC_fin	AC_asj	AC_main	AN_afr	AN_sas	AN_amr	AN_eas	AN_nfe	AN_fin	AN_asj	AN_main	U	tercile	shet_cassa
ACSS1	1	1	2	1	17	3	0	22	15948.75	30371.5	34217.625	18150.125	111904.875	21397	9957.625	210592.875	1.69e-06	3	0.0231098484
ACSS2	4	15	1	2	22	2	3	44	16246.8461538462	30492.5384615385	34475	18369.9230769231	113473.230769231	21629.6153846154	10053.9230769231	213057.538461538	1.97e-06	3	0.0148383094
ACSS3	2	12	6	3	31	1	1	54	15516	29613.84	33079.28	17804.24	110093.52	21286.56	9835.92	206106.88	1.83e-06	3	0.0069096195
ACTA1	0	0	0	1	12	2	0	13	16010.1818181818	30558.3636363636	34513.2727272727	18336.5454545455	112471.818181818	21565.6363636364	10005.4545454545	211890.181818182	7.5e-07	2	0.013944326
ACTA2	0	0	1	0	1	0	0	2	16255	30615	34581	18355	113396	21615	10068	213202	8.58e-07	2	0.0576328775
ACTC1	0	0	0	0	2	0	0	2	16235	30607	34574	18387	112785	20196	10071	212588	5.7e-07	1	0.094377303
ACTG1	0	0	0	0	5	0	0	5	16067	30615.3333333333	34587.3333333333	18391	113411.333333333	21646	10064.3333333333	213072	7.97e-07	2	0.0323270768
ACTG2	1	0	1	2	3	0	1	7	15862.4	29057.2	32818.8	17720.4	110478	21349.2	9634	205936.8	7.96e-07	2	0.019086587
ACTL6A	1	0	0	0	1	0	0	2	16229	30313	34199	18327	113299	21630	10016	212367	1.18e-06	2	0.1334384714
ACTL6B	0	2	3	0	3	2	0	8	16178.6	30566.6	34516	18369.6	113123.8	21525.2	10043.4	212754.6	1.63e-06	3	0.0706496006
ACTL8	0	0	0	0	2	0	0	2	16246	30568	34542	18392	112544	20562	10024	212292	6.33e-07	1	0.021806866
ACTN1	0	0	1	0	3	2	0	4	16047	30283	34132.6666666667	18208	112923	21607.3333333333	10029.6666666667	211593.666666667	2.77e-06	3	0.1676857931
ACTN2	1	1	1	0	7	0	0	10	15507.6666666667	30023.3333333333	33796.6666666667	17614	111639	21610.6666666667	9915.33333333333	208580.666666667	2.23e-06	3	0.0582974203
ACTN4	0	0	0	0	1	0	0	1	16066	30474	34468	18368	112876	21496	10024	212252	2.27e-06	3	0.4048065873
ACTR10	1	2	0	5	12	0	0	20	14638.2222222222	27003.1111111111	28882	16084.2222222222	105588.222222222	20975.7777777778	9153.77777777778	192195.777777778	1.2e-06	2	0.0208730406
ACTR1A	0	1	0	1	1	0	0	3	15389.3333333333	28960	32096	17006.6666666667	109867.333333333	21475.3333333333	9798.66666666667	203319.333333333	1.53e-06	3	0.0714595559
ACTR1B	3	0	1	1	7	3	0	12	15922	30151.7777777778	34178.2222222222	18201.3333333333	111358.222222222	21318.8888888889	9986.44444444445	209811.555555556	1.42e-06	2	0.0243081365
ACTR3B	0	0	0	0	0	1	0	0	16252	30616	34580	18394	113762	21640	10076	213604	1.37e-06	2	0.2775599572
ACTR5	0	5	3	14	17	0	0	39	15742.5882352941	29727.5294117647	33164.7058823529	18011.5294117647	111139.647058824	21386.7058823529	9755.17647058824	207786	1.26e-06	2	0.006435819
ACTR6	2	3	2	2	13	1	0	22	15545.375	28320.5	31644.375	17498.5	109894.5	21349.375	9600.375	202903.25	1.18e-06	2	0.0139354128
ACTR8	5	11	21	8	26	2	0	71	16012.7142857143	29446.7142857143	33119	18047.9285714286	112075.642857143	21554.2142857143	9838.78571428571	208702	2.23e-06	3	0.0089616642
ACTRT3	1	5	2	2	3	0	0	13	14782.5454545455	29348	32638.3636363636	17092.3636363636	106422.545454545	20924.9090909091	9650	200283.818181818	4.34e-07	1	0.0110934565
ACVR1	0	2	0	1	2	0	1	5	16242.6666666667	30614.6666666667	34581.6666666667	18373.6666666667	113441.333333333	21643	10067.3333333333	213254	1.29e-06	2	0.0589916699
ACVR1C	0	2	1	0	27	5	0	30	15846.2	29192.2	32613	17709.6	111347.2	21478.8	9785.2	206708.2	1.44e-06	3	0.0063603971
ACVR2A	0	0	0	0	0	0	0	0	15944	30234	34292	18334	113200	21566	9990	212004	1.3e-06	2	0.0882934362
ACVR2B	0	0	0	0	4	1	0	4	16245.6	30608.8	34576	18391.6	113671.6	21640.4	10078.4	213493.6	1.42e-06	2	0.1578632413
ACVRL1	0	1	0	0	9	0	0	10	15930.6666666667	30427.3333333333	34411.7777777778	18304	112308.888888889	20622.8888888889	10020	211382.666666667	1.12e-06	2	0.0184951617
ACY3	0	2	1	1	5	0	0	9	16007.1111111111	30499.3333333333	34380	18325.1111111111	111933.555555556	21397.5555555556	9936	211145.111111111	6.99e-07	1	0.0057071271
ACYP1	1	0	0	0	1	0	0	2	16256	30615	34584	18394	113747	21647	10080	213596	1.82e-07	1	0.0330717892
ACYP2	1	0	0	18	6	0	0	25	15901.3333333333	29972.3333333333	33623.3333333333	18115	112163.333333333	21473.6666666667	9858.66666666667	209775.333333333	2.6e-07	1	0.0020086434
ADA	2	8	2	1	17	0	0	30	14966.4444444444	29178.7777777778	33055.7777777778	17451.8888888889	105283.333333333	20547.8888888889	9762.33333333333	199936.222222222	1.08e-06	2	0.0063120647
ADAD1	2	1	20	0	4	0	0	27	15867.25	28648.5	32228	17784	111246.5	21440.25	9776.5	205774.25	1.36e-06	2	0.021818438
ADAD2	2	3	3	1	9	4	1	18	13931.3333333333	28174.4	31234.6666666667	16698.2666666667	97407.8666666667	18107.3333333333	8844.8	187446.533333333	1.27e-06	2	0.0053432623
ADAL	2	2	3	3	3	1	0	13	14162.1818181818	26733.0909090909	29670.1818181818	16069.2727272727	100858	20302	9505.63636363636	187492.727272727	6.95e-07	1	0.006003713
ADAM10	0	0	0	0	1	0	0	1	16254	30610	34584	18388	113668	21630	10076	213504	2.09e-06	3	0.2042329374
ADAM11	2	2	3	2	8	2	0	17	15456.4444444444	27890.1111111111	31369.5555555556	17117.5555555556	107172.555555556	20928.3333333333	9044.11111111111	199006.222222222	2.86e-06	3	0.0270988456
ADAM12	2	2	4	5	19	3	0	32	15562.1111111111	28989.5555555556	32341.5555555556	17397.3333333333	109621.777777778	21141.5555555556	9585.55555555555	203912.333333333	2.47e-06	3	0.0267008105
ADAM15	11	13	7	15	38	0	1	84	16074.2580645161	30346.9032258065	34212.3225806452	18233.2903225806	112450.709677419	21145.8064516129	9938.64516129032	211317.483870968	2.84e-06	3	0.0074405806
ADAM17	1	1	0	0	4	1	0	6	16152	30319.6666666667	34384	18305	112947.666666667	21577.6666666667	10050	212108.333333333	2.09e-06	3	0.0881983103
ADAM19	3	2	3	1	26	2	0	35	15820.5	29356.125	32914	17820.25	110432.125	21178.875	9558.375	206343	2.86e-06	3	0.0127509413
ADAM22	1	3	0	1	10	1	0	15	15432.9230769231	30304.7692307692	34212.9230769231	17921.2307692308	112525.230769231	21492.1538461538	10011.0769230769	210397.076923077	3.14e-06	3	0.0127504199
ADAM23	2	1	0	1	5	0	0	9	16234.5	30339	34247	18316.75	113391.25	21623	10021.5	212528.5	2.58e-06	3	0.0456257843
ADAM28	3	74	14	8	45	0	6	144	15984.2162162162	29686.7027027027	33479.7837837838	18058.6486486487	112070	21455.4054054054	9860.05405405405	209279.351351351	2.02e-06	3	0.0027460661
ADAM32	0	16	4	1	22	0	0	43	14051.2	27366.7	30204.4	16123	103292.2	20717.4	9444.4	191037.5	2.39e-06	3	0.0057506967
ADAM33	5	40	6	29	30	0	1	110	14010.7692307692	27701.0769230769	31423.8461538462	16640.5384615385	98228.6153846154	17782.1538461538	9053.46153846154	188004.846153846	2.46e-06	3	0.003364089
ADAM7	6	2	13	6	29	1	3	56	15878.7857142857	29345.2857142857	33008.5714285714	17879.9285714286	111736.071428571	21487.8571428571	9849.07142857143	207848.642857143	2.03e-06	3	0.0056250291
ADAM9	0	6	2	0	6	2	2	14	16232.1538461538	30452.6153846154	34486.7692307692	18345.6923076923	113470.615384615	21618	10065.2307692308	212987.846153846	2.42e-06	3	0.0402047852
ADAMDEC1	26	10	8	2	20	0	0	66	16194.8571428571	30372.4761904762	34062.4761904762	18232.2857142857	112912.666666667	21397.0476190476	9981.52380952381	211774.761904762	1.33e-06	2	0.0041533347
ADAMTS1	0	2	0	1	4	1	0	7	16227.25	30309.5	34341	18357.5	113216	21540.75	9921.25	212451.25	1.95e-06	3	0.0462302243
ADAMTS10	3	1	2	3	2	0	1	11	14460	29245.6666666667	32862.6666666667	17054.6666666667	102346.666666667	20364.6666666667	9739.5	195969.666666667	3.04e-06	3	0.0593599772
ADAMTS12	3	9	19	7	31	2	26	69	16217.2941176471	30381.3529411765	34367.1176470588	18324.6470588235	112916.294117647	21523.1176470588	10002.6470588235	212206.705882353	3.48e-06	3	0.0077848865
ADAMTS13	3	7	5	5	19	1	0	39	13998.5142857143	28371.2571428571	31745.7714285714	16390.0571428571	99360.9142857143	18405.6571428571	9455.48571428571	189866.514285714	3.37e-06	3	0.0136751832
ADAMTS14	7	8	11	5	50	4	0	81	15815.375	29887.1875	33987.875	18105.75	110336.6875	20911.5	9814.8125	208132.875	3.53e-06	3	0.0112316245
ADAMTS15	1	2	4	2	13	0	0	22	14938.1333333333	27810.1333333333	32375.8666666667	17376.4	104863.866666667	18508.6666666667	8918.4	197364.4	2e-06	3	0.0272274743
ADAMTS16	1	1	2	3	12	6	1	19	15209.3684210526	29659.0526315789	33503.0526315789	17756	110863.789473684	20931.2631578947	9750	206991.263157895	3.35e-06	3	0.0208241856
ADAMTS17	7	4	9	7	35	1	0	62	16053.3529411765	30346.2352941176	34398.0588235294	18287.8235294118	112072.352941176	21411.5294117647	10023.0588235294	211157.823529412	3.71e-06	3	0.0148636105
ADAMTS18	7	16	23	2	75	0	0	123	16140.25	30508	34479.8928571429	18314.1428571429	112842	21378.9642857143	10046.9642857143	212284.285714286	4.46e-06	3	0.0117092949
ADAMTS19	0	4	5	0	19	0	4	28	15215.0833333333	28770.3333333333	32028.25	17157.75	107730.916666667	20787.5833333333	9638.83333333333	200902.333333333	3.64e-06	3	0.0547395271
ADAMTS2	0	10	6	4	19	0	30	39	16100.6	30456	34468	18320	112862.6	21021.4	10039.8	212207.2	2.94e-06	3	0.0221575824
ADAMTS3	2	2	13	6	22	4	1	45	16140.2857142857	30323.1428571429	34137.7142857143	18197.6428571429	112796.785714286	21440.4285714286	10004.6428571429	211595.571428571	3.22e-06	3	0.017305051
ADAMTS4	0	7	1	10	18	8	0	36	16035.6	29109.4666666667	33775.7333333333	18261.6	109577.466666667	20984.2666666667	9322.93333333333	206759.866666667	1.7e-06	3	0.0092468201
ADAMTS5	1	5	4	2	10	0	0	22	15599.875	30257.125	34205.875	18109.25	110061.875	20965.375	9878	208234	1.77e-06	3	0.0445134051
ADAMTS6	1	0	0	0	8	0	0	9	16147	29860.25	33522	18206.75	112853.25	21586.75	9997.25	210589.25	3.24e-06	3	0.0818516734
ADAMTS7	7	12	9	4	25	3	5	57	14611.1428571429	28801.7142857143	32506.9714285714	17162.9714285714	103498.8	18964.3428571429	9403.02857142857	196581.6	4.1e-06	3	0.0170662901
ADAMTS8	1	5	8	7	32	1	0	53	15242.1904761905	29364.7619047619	33596.5714285714	17696.6666666667	110435.619047619	20810.380952381	9592.28571428571	206335.809523809	1.7e-06	3	0.0090816604
ADAMTS9	2	13	14	3	21	4	1	53	16198.8	30046.6857142857	34156.3428571429	18275.8857142857	112186.971428571	21469.6	9809.37142857143	210864.685714286	6.22e-06	3	0.0203710347
ADAMTSL1	4	12	6	2	18	2	1	42	15468.2777777778	29821.7222222222	33709.4444444444	17796.5	110158.722222222	21289.3888888889	9914.61111111111	206954.666666667	4.5e-06	3	0.020018119
ADAMTSL2	0	0	0	1	4	2	0	5	14040	28359.7142857143	31752	16357.1428571429	98011.7142857143	19753.4285714286	9614.28571428571	188520.571428571	2.43e-06	3	0.0710330289
ADAMTSL3	3	15	1	5	27	3	0	51	16044.0952380952	29499.4285714286	33125.9523809524	18041.1428571429	111660.285714286	21353.1428571429	9722.52380952381	208370.904761905	4.6e-06	3	0.0220232011
ADAMTSL4	19	10	15	12	36	1	1	92	15453.1489361702	30381.2340425532	34273.4042553191	18171.2765957447	110531.70212766	21076.9361702128	9902.04255319149	208810.765957447	2.98e-06	3	0.0067861034
ADAMTSL5	10	12	3	8	19	2	1	52	14988.9473684211	26226	31190.4210526316	17287.8947368421	99739.8947368421	19044.2105263158	8220.1052631579	189433.157894737	1.46e-06	3	0.0039230902
ADAP1	0	0	1	0	5	1	0	6	15748.4	30514.8	34440	18270.8	111068.4	20054	9958	210042.4	1.41e-06	2	0.0494999556
ADAP2	5	5	5	2	52	16	0	69	16236.5555555556	30561.8888888889	34489.7777777778	18379.4444444444	113386.777777778	21592.8888888889	10052.7777777778	213054.444444444	1.36e-06	2	0.0037920555
ADAR	1	1	4	1	9	0	0	16	16146.4615384615	30613.8461538462	34582	18390.6153846154	113371.384615385	21416.3076923077	10070.6153846154	213104.307692308	2.47e-06	3	0.0397214649
ADARB1	1	0	0	0	1	0	0	2	16167	30426	34510	18357	113315	21618	10062	212775	1.19e-06	2	0.0753990506
ADARB2	1	0	1	0	2	0	0	4	16088.5	30430	34359.5	18336.5	112556	21537.5	9981.5	211770.5	1.46e-06	3	0.0539900751
ADAT1	5	5	3	2	35	1	0	50	16249.6	30605.6	34542.6	18389	113508.1	21636.5	10064.8	213294.9	1.36e-06	2	0.004901404
ADAT2	3	8	4	2	10	0	0	27	15482.6	30595.4	34515.4	17976.8	113197.8	21521	10069	211768	6.3e-07	1	0.0070554485
ADC	2	5	0	5	8	0	0	20	16217.0769230769	30587.5384615385	34530.1538461538	18376.4615384615	113385.846153846	21541.6923076923	10049.2307692308	213097.076923077	1.11e-06	2	0.0156700666
ADCK1	2	14	21	2	23	2	0	62	16204.6956521739	30490	34433.652173913	18314.1739130435	113074.434782609	21104.347826087	10026.9565217391	212516.956521739	1.28e-06	2	0.0050818292
ADCK3	2	4	4	3	19	1	0	32	15247	29856.5	33649.1	17741.7	107857.2	20677.2	9854.4	204351.5	1.43e-06	3	0.011051277
ADCK4	6	14	6	4	18	0	1	48	16046	30087.9130434783	34001.4782608696	18247.3913043478	111677.304347826	21034.4347826087	9820.60869565217	210060.086956522	1.54e-06	3	0.0087406148
ADCK5	5	26	45	19	40	6	5	135	12398.4	25940.6	28356.2	15165.2	89128	15504.8	8481.2	170988.4	1.5e-06	3	0.0732426468
ADCY1	0	0	3	1	2	0	1	6	15773	30312	34357	18201	111480.666666667	21299.3333333333	9986	210123.666666667	2.46e-06	3	0.1550927565
ADCY10	6	26	24	26	63	2	4	145	16249.2058823529	30612.1176470588	34586.2941176471	18392.4117647059	113658.117647059	21635.7352941176	10077.5882352941	213498.147058824	4.21e-06	3	0.0070676231
ADCY2	1	0	2	1	5	3	0	9	16118.5	29957	33669.25	18237.5	112705.75	21564.5	9941.5	210688	2.56e-06	3	0.2589172699
ADCY3	6	5	2	3	13	1	0	29	15392.962962963	28989.5555555556	32832.1481481481	17489.4074074074	106515.407407407	20717.1851851852	9473.55555555555	201219.481481481	2.71e-06	3	0.0268084836
ADCY5	0	1	1	1	1	0	3	4	13759.1428571429	26437.1428571429	29840.2857142857	15638.2857142857	96853.7142857143	18572	8654	182528.571428571	2.61e-06	3	0.0627443609
ADCY6	4	2	1	0	7	5	0	14	15578.1428571429	29685	33575.1428571429	17804	108462.714285714	21007.5714285714	9825.85714285714	205105	2.34e-06	3	0.040139956
ADCY7	4	14	17	2	46	1	0	83	15835.1578947368	30110.7368421053	33971.3684210526	18007.6842105263	110324.842105263	21225.1578947368	9932	208249.789473684	2.42e-06	3	0.0080402958
ADCY8	5	4	0	1	29	3	0	39	16156.1	30458.9	34390.5	18303.7	112879.3	21511.6	10025.2	212188.5	2.9e-06	3	0.0140180517
ADCY9	2	8	0	1	2	0	0	13	16049	30491.75	34482.75	18350	112688.75	21603.25	9994.75	212062.25	2.24e-06	3	0.0450228355
ADCYAP1	0	0	0	0	1	0	0	1	15976	30582	34542	18362	113228	21648	10058	212690	4.11e-07	1	0.0277064466
ADCYAP1R1	4	2	1	2	13	6	0	22	15653	29529.7	33537.9	17823.3	109292.3	21096.2	9864.1	205836.2	1.68e-06	3	0.0256476489
ADD1	2	67	8	1	25	119	0	103	16211.6	30530.4	34461.6	18375.6	113409.6	21609.6	10016.8	212988.8	1.67e-06	3	0.0544738804
ADD2	1	2	0	0	3	0	0	6	16136.8	28927.2	33796	18246.8	110517.2	21150	9424.8	207624	2.14e-06	3	0.1376102582
ADD3	11	0	5	0	3	0	0	19	16246.5	30504	34453	18359.5	113492.5	21492	10066.5	213055.5	1.89e-06	3	0.0273211315
ADH1A	0	4	43	2	80	0	0	129	16149.625	30195.5	34153.375	18312.25	113127.5	21609.75	9972.75	211938.25	6.23e-07	1	0.0010478026
ADH1B	1	1	10	0	20	1	0	32	16235.8181818182	30553.6363636364	34502.3636363636	18384.3636363636	113460	21620.9090909091	10042.1818181818	213136.181818182	6.14e-07	1	0.0114696427
ADH4	1	2	0	11	5	0	0	19	16174.5454545455	30205.0909090909	34124.5454545455	18265.6363636364	112621.454545455	21541.0909090909	9923.81818181818	211391.272727273	7.13e-07	1	0.0086203963
ADH5	7	0	14	0	13	0	1	34	14262.625	27173.625	30537.125	16481.125	102968.875	20770.75	9353	191423.375	8.27e-07	2	0.0063672435
ADH6	5	16	25	20	48	36	2	114	15438.6	28258	31248.2	17085.2	108324	20685.8	9388.2	200354	6.72e-07	1	0.0070668684
ADH7	6	6	2	0	5	0	12	19	16228	30425.8461538462	34369.0769230769	18349.5384615385	113077.230769231	21585.0769230769	10030.4615384615	212449.692307692	7.22e-07	1	0.0039978806
ADHFE1	4	2	6	5	22	0	1	39	15193.0666666667	28255.2	31793.3333333333	17099.7333333333	105876.533333333	20559.7333333333	9272.8	198217.866666667	1.3e-06	2	0.0060959778
ADI1	1	2	0	1	13	0	0	17	16120.2857142857	29865.7142857143	34200.8571428571	18293.4285714286	112091.428571429	21440.8571428571	9789.71428571429	210571.714285714	4.77e-07	1	0.0072235744
ADIPOQ	5	1	9	6	2	0	0	23	16237.6363636364	30582.1818181818	34551.6363636364	18392.1818181818	113625.272727273	21620.9090909091	10050.5454545455	213388.909090909	3.86e-07	1	0.0037661293
ADIPOR1	0	0	1	0	2	0	0	3	16025.3333333333	30347.3333333333	33963.3333333333	18283.3333333333	112227.333333333	21576.6666666667	9915.33333333333	210846.666666667	7.37e-07	2	0.0534391418
ADIPOR2	0	1	0	0	2	0	0	3	15406	26680.6666666667	29031.3333333333	16930.6666666667	107051.333333333	20972.6666666667	8912.66666666667	195100	9.75e-07	2	0.0685241923
ADK	0	1	0	1	10	0	0	12	16203.1111111111	30551.1111111111	34533.5555555556	18363.1111111111	113294	21540.6666666667	10065.7777777778	212944.888888889	8.62e-07	2	0.0375945275
ADM	0	0	0	0	0	1	0	0	16248	30616	34586	18390	113620	21566	10068	213460	5.09e-07	1	0.0389967671
ADNP	1	0	0	0	0	0	0	1	16254	30606	34566	18392	113598	21640	10076	213416	2.01e-06	3	0.1359966626
ADNP2	1	2	0	0	4	0	0	7	16155.3333333333	30046	33656.3333333333	18224.6666666667	112799.666666667	21567	9963.66666666667	210882	1.43e-06	3	0.026357263
ADORA1	0	0	1	0	2	0	0	3	16018	28123	33027.5	18108.5	109099.5	20956	9076	204376.5	3.64e-07	1	0.0162648704
ADORA2A	0	1	0	0	0	0	2	1	16248	30616	34588	18392	113648	21648	10074	213492	6.57e-07	1	0.0289772243
ADORA2B	1	5	2	1	24	1	0	33	15860.75	29636.75	34007	18115	110388.75	20482.5	9687.5	208008.25	5.51e-07	1	0.0027414329
ADORA3	1	12	2	0	21	1	2	36	16219.4285714286	30444.8571428571	34348.2857142857	18334	113189.142857143	21508.8571428571	10020	212535.714285714	6.84e-07	1	0.0034948685
ADPGK	1	0	3	2	5	0	0	11	15470.5714285714	30504	34266.2857142857	17945.7142857143	113058.857142857	21510.2857142857	10038.2857142857	211245.428571429	1.03e-06	2	0.0658138818
ADPRHL2	0	1	2	0	7	0	0	10	16208.5714285714	29916.8571428571	34012	18343.4285714286	111951.428571429	21437.4285714286	9698.57142857143	210432.285714286	6.57e-07	1	0.0167630503
ADPRM	0	1	1	3	2	0	0	7	15931.7142857143	29519.7142857143	32905.1428571429	17906	111346.857142857	21500	9926.28571428571	207609.428571429	5.59e-07	1	0.0275200071
ADRA1A	0	3	6	2	25	1	0	36	16186.7272727273	30445.8181818182	34519.6363636364	18378.9090909091	112721.636363636	21440.9090909091	9985.81818181818	212252.727272727	6.39e-07	1	0.0039994783
ADRA1B	0	0	3	0	3	0	0	6	10854	21559.3333333333	20918	11440	87733.3333333333	19670	6918	152504.666666667	5.98e-07	1	0.0193322394
ADRBK1	0	0	0	0	2	1	0	2	16208.6666666667	30611.3333333333	34568.6666666667	18385.3333333333	113320.666666667	21616.6666666667	10037.3333333333	213094.666666667	2.21e-06	3	0.1388456313
ADRBK2	1	2	1	0	6	28	0	10	15991.5555555556	29658.8888888889	33211.3333333333	18040	112292.444444444	21533.5555555556	9915.33333333333	209194.222222222	2.16e-06	3	0.0132563687
ADSL	0	4	6	0	14	0	1	24	15978.4761904762	30367.5238095238	34391.3333333333	18281.4285714286	112260.476190476	20830.7619047619	10019.2380952381	211279.238095238	1.58e-06	3	0.0192232559
ADSS	0	1	3	0	2	0	0	6	16207	30112.3333333333	33913.6666666667	18300.3333333333	112995.666666667	21585	10016	211529	1.25e-06	2	0.0541009467
ADSSL1	1	3	45	1	40	2	10	90	16200.4615384615	30571.3846153846	34510.3076923077	18372.1538461538	113022.153846154	21354.3076923077	10019.2307692308	212676.461538462	1.42e-06	2	0.003802083
AEBP1	3	15	5	2	18	2	0	43	15771.4074074074	29836.2962962963	33724.5185185185	18036.8148148148	109812.592592593	21140.2222222222	9694.96296296296	207181.62962963	3.18e-06	3	0.0153612658
AEN	4	6	15	11	13	0	28	49	16131.1666666667	30495.1666666667	34475.3333333333	18349.8333333333	112654.166666667	21369.8333333333	9975.16666666667	212105.666666667	6.24e-07	1	0.0020239078
AFAP1	1	2	3	1	15	0	1	22	14337.3333333333	28513.7777777778	32075	16645	101161.222222222	20401.7777777778	9603.66666666667	192732.333333333	1.95e-06	3	0.0410524185
AFAP1L1	7	25	8	2	40	1	1	82	15777.1428571429	29752.2142857143	33879.5714285714	18034.5	109915.357142857	21060.3571428571	9813.21428571429	207358.785714286	2.47e-06	3	0.006144765
AFAP1L2	5	7	2	1	19	5	0	34	14705.5384615385	29095.5384615385	32843.6923076923	17123.2307692308	102629.692307692	19373.0769230769	9719.23076923077	196397.692307692	1.95e-06	3	0.0124480488
AFF1	3	2	1	0	5	4	0	11	16018.1818181818	30498.5454545455	34270.3636363636	18212.5454545455	112785.454545455	21529.6363636364	9989.81818181818	211785.090909091	2.7e-06	3	0.0363777453
AFF2	1	0	0	1	3	0	0	5	13087.2	18496.6	27102.8	13754.8	80554.8	15831.2	7314.8	152996.2	2.62e-06	3	0.1271401108
AFF3	0	2	0	2	1	0	0	5	11031.6666666667	25642.3333333333	27589.3333333333	13089.3333333333	84933.6666666667	18997.3333333333	8801	162286.333333333	3.02e-06	3	0.0614432403
AFF4	1	1	0	1	0	0	0	3	16222.6666666667	30554.6666666667	34458.6666666667	18381.3333333333	113386.666666667	21628	10053.3333333333	213004	2.88e-06	3	0.2840972845
AFG3L2	0	6	13	1	28	2	1	48	16110.2857142857	30539.2380952381	34514.0952380952	18355.2380952381	113128.571428571	21597.4285714286	10020.0952380952	212647.428571429	2.56e-06	3	0.0133511175
AGA	2	0	2	2	9	0	0	15	16225.7777777778	30598	34576.2222222222	18382.4444444444	113582.444444444	21610.6666666667	10075.3333333333	213364.888888889	8.23e-07	2	0.0139834513
AGAP1	0	0	1	2	5	0	0	8	16190.6666666667	29960	33720.6666666667	18182.3333333333	112984	21568	10008.3333333333	211037.666666667	2.75e-06	3	0.0650515047
AGAP2	0	0	1	1	3	0	2	5	14183.7142857143	28865.4285714286	32590.2857142857	16886.2857142857	101297.714285714	18852.5714285714	9586.57142857143	193823.428571429	3.28e-06	3	0.0729837964
AGAP3	3	2	4	0	3	1	0	12	14618.5	29855	33780.25	17459.5	108024	20802.25	9861.75	203737.25	2.3e-06	3	0.0393368204
